ofac_id,grb_id,Type,Name,name_matches,atleast_1_date_of_births_matches,atleast_1_aliases_matches,atleast_1_id_numbers_matches
18634,13313,Individual,Gulmurod KHALIMOV,true,true,,false
18637,13291,Individual,Maxime HAUCHARD,true,true,false,
18651,13297,Individual,Aseel MUTHANA,true,false,false,
18652,13299,Individual,Islam Seit-Umarovich ATABIYEV,false,false,false,true
18655,12963,Individual,Sergey Gennadevich TSYPLAKOV,true,true,false,
18656,13182,Individual,Vladyslav Nykolayevych DEYNEGO,true,true,false,
18688,13306,Individual,Torek AGHA,true,false,false,true
18963,13298,Individual,Maghomed Maghomedzakirovich ABDURAKHMANOV,true,true,false,true
18996,13232,Individual,George HASWANI,true,true,false,
19030,13097,Individual,Andrei Nikolaevich RODKIN,true,true,false,
19035,13174,Individual,Aleksandr Igorevich KOFMAN,true,true,false,
19099,13853,Individual,Aleksey Vasilyevich ANICHIN,true,true,false,
19100,13345,Entity,LORD'S RESISTANCE ARMY,true,,false,
19128,13309,Individual,Eugene Barret NGAIKOSSET,true,true,false,false
19129,13308,Individual,Haroun GAYE,true,true,false,false
19268,13868,Individual,Boris Borisovich KIBIS,true,true,,
19348,13349,Individual,Nayf Salam Muhammad Ujaym AL-HABABI,false,false,false,true
19448,13353,Individual,Husayn JUAYTHINI,true,true,false,true
19449,13350,Individual,Turki Mubarak Abdullah Ahmad AL-BINALI,true,true,false,true
19450,13351,Individual,Faysal Ahmad 'Ali AL-ZAHRANI,false,true,false,true
19492,13339,Entity,ACADEMY OF NATIONAL DEFENSE SCIENCE,true,,,false
19493,13342,Entity,MINISTRY OF ATOMIC ENERGY INDUSTRY,true,,,false
19498,13257,Individual,Chun-sik CHOE,true,false,false,false
19508,13426,Entity,ILSIM INTERNATIONAL BANK,true,,,false
19509,13425,Entity,KOREA UNITED DEVELOPMENT BANK,true,,,false
19530,13343,Entity,NATIONAL AEROSPACE DEVELOPMENT ADMINISTRATION,true,,false,false
19531,13415,Individual,Song Chol KIM,false,true,false,true
19533,13414,Individual,Chun Il PAK,false,true,,true
19609,13418,Individual,Won Ho RI,false,true,,true
19613,13551,Entity,KOREA RUNGRADO GENERAL TRADING CORPORATION,true,,false,false
19629,13427,Entity,SINGWANG ECONOMICS AND TRADING GENERAL CORPORATION,true,,,false
19630,13428,Entity,KOREA FOREIGN TECHNICAL TRADE CENTER,true,,,false
19769,13347,Individual,Khalifa Mohamed Ahmed GHAWIL,false,true,false,true
19791,13471,Individual,Il-U CHO,false,true,false,true
19850,13448,Individual,Ghalib Abdullah AL-ZAIDI,true,false,false,
19891,13449,Individual,Nayif Salih Salim AL-QAYSI,true,false,false,true
19929,13379,Individual,Salim KONY,true,false,false,
19930,13378,Individual,Ali KONY,true,false,false,
20029,13701,Entity,PJSC MOSTOTREST,true,,false,false
20050,13435,Individual,Celestin KANYAMA,true,true,false,true
20123,13542,Entity,ORGANIZATION AND GUIDANCE DEPARTMENT,true,,,false
20239,13376,Individual,Aslan Avgazarovich BYUTUKAEV,true,true,false,
20240,13377,Individual,Ayrat Nasimovich VAKHITOV,true,true,false,
20272,13100,Individual,Mikhail Sergeyevich SHEREMET,true,true,,
20282,13099,Individual,Georgiy L'vovich MURADOV,true,true,,
20419,13433,Individual,Gabriel Amisi KUMBA,true,true,false,false
20420,13436,Individual,John NUMBI,true,false,,false
20569,13537,Entity,KORYO CREDIT DEVELOPMENT BANK,true,,false,false
20572,13486,Entity,KORYO BANK,true,,,false
20578,13538,Entity,MANSUDAE OVERSEAS PROJECT GROUP OF COMPANIES,true,,false,false
20580,13484,Entity,KANGBONG TRADING CORPORATION,true,,,false
20601,13479,Individual,Han Se PAK,false,,false,true
20603,13485,Entity,KOREA KUMSAN TRADING CORPORATION,true,,,false
20604,13474,Individual,Chol Nam KIM,false,true,,true
20604,13588,Individual,Chol Nam KIM,true,true,,true
20883,13967,Individual,Jamal Husayn ZAYNIYAH,false,true,true,true
20900,13458,Individual,Abdoulaye HISSENE,true,true,false,true
20920,13392,Individual,Dmitry Anatolievich BELIK,true,true,,false
20922,13391,Individual,Konstantin Mikhailovich BAKHAREV,true,true,,false
20923,13390,Individual,Ruslan Ismailovich BALBEK,true,true,,false
20924,13394,Individual,Svetlana Borisovna SAVCHENKO,true,true,,false
20940,13229,Individual,Ghassan ABBAS,true,true,,
20941,13494,Individual,Ali WANUS,true,true,,
20942,13493,Individual,Samir DABUL,true,true,,
20948,13162,Individual,Muhammad Nafi BILAL,false,true,true,false
20949,13495,Individual,Yasin Ahmad DAHI,true,false,,false
20959,13450,Individual,Ahmad BALLUL,true,true,false,
20964,13399,Individual,Ali GHANEM,true,false,,
20965,13398,Individual,Ali AL-ZAFIR,true,false,false,
20967,13406,Individual,Ahmad AL-HAMO,false,false,true,
20969,13395,Individual,Pavel Valentinovich SHPEROV,true,true,,false
21143,13467,Individual,Kalev MUTONDO,true,true,false,true
21144,13459,Individual,Evariste BOSHAB,true,true,false,false
21165,13452,Individual,Muhammad IBRAHIM,true,true,,
21171,13968,Individual,Yevgeniy Viktorovich PRIGOZHIN,true,true,false,false
21186,13867,Individual,Alexander Ivanovich BASTRYKIN,true,true,,false
21248,13228,Individual,Bayan BITAR,true,true,false,
21265,13446,Individual,Bassam Ahmad AL-HASRI,true,true,false,false
21266,13447,Individual,Iyad Nazmi Salih KHALIL,true,false,false,true
21330,13748,Individual,Igor Olegovich KOSTYUKOV,true,true,false,false
21331,13747,Individual,Vladimir Stepanovich ALEXSEYEV,true,false,,false
21363,13511,Individual,Alexanda Amon KOTEY,true,true,false,false
21388,13518,Individual,Oman ROCHMAN,true,true,false,false
21405,13830,Entity,JAMAAH ANSHARUT DAULAH,true,,false,
21443,13366,Individual,Won Hong KIM,false,false,true,false
21643,13490,Individual,Fared SAAL,true,true,false,true
21728,13513,Individual,El Shafee ELSHEIKH,false,true,true,false
21731,13714,Individual,Anjem CHOUDARY,true,true,false,false
21732,13539,Individual,Shane Dominic CRAWFORD,true,true,false,false
21733,13532,Individual,Chol Su KANG,false,true,,true
21734,13535,Individual,Il-Kyu PAK,false,,false,true
21735,13482,Individual,Su Yong RI,false,true,,true
21736,13530,Individual,Sung Nam JANG,false,true,,true
21744,13531,Individual,Chol Song JO,false,true,false,true
21746,13534,Individual,Nam Ung KIM,false,,,true
21747,13527,Individual,Chun Yong CHOE,false,,false,true
21748,13476,Individual,Tong-ho KIM,false,true,,true
21749,13528,Individual,Jang Su HAN,false,true,false,true
21959,13508,Individual,Hala SIRHAN,true,true,,
22183,13584,Individual,Maikel Jose MORENO PEREZ,true,false,,false
22247,13845,Individual,Juan Jose MENDOZA JOVER,true,true,,false
22255,13236,Entity,SYRIAN COMPANY FOR INFORMATION TECHNOLOGY,true,,false,
22259,11934,Individual,Iyad MAKHLUF,false,true,false,true
22260,11937,Individual,Ihab MAKHLUF,false,true,false,true
22284,13548,Entity,KOREAN PEOPLE'S ARMY,true,,,false
22286,13664,Individual,Su-Kwang KIM,false,true,true,false
22409,13723,Individual,Leonid Ivanovich PASECHNIK,false,true,true,false
22411,12968,Individual,Petr Grigorievich JAROSH,true,true,false,false
22464,13617,Entity,AL-KAWTHAR MONEY EXCHANGE,true,,false,
22747,13580,Individual,Nestor Luis REVEROL TORRES,true,true,,false
22748,13688,Individual,Elias Jose JAUA MILANO,true,true,,false
22750,13585,Individual,Tarek William SAAB HALABI,true,false,,false
22751,13582,Individual,Tibisay LUCENA RAMIREZ,true,true,,false
22752,13683,Individual,Jesus Rafael SUAREZ CHOURIO,true,true,,false
22753,13680,Individual,Sergio Jose RIVERO MARCANO,true,true,,false
22863,13615,Individual,Salim Mustafa Muhammad AL-MANSUR,true,false,false,false
22903,13698,Individual,Malek Reuben RIAK RENGU,true,true,false,false
22987,13567,Individual,Won Uk PAE,false,true,false,true
22988,13571,Individual,Chun Song RI,false,true,false,true
22990,13564,Individual,Chol Man KO,false,true,false,true
22993,13570,Individual,Chun Hwan RI,false,true,false,true
22997,13566,Individual,Kyong Hwan MUN,false,true,false,true
23011,13569,Individual,Mun Il PAK,false,true,false,true
23014,13560,Individual,Hyo'k CHU,false,true,false,true
23016,13562,Individual,Kyong Il KIM,false,true,false,true
23126,13690,Individual,Sandra OBLITAS RUZZA,true,true,,false
23127,13695,Individual,Socorro Elizabeth HERNANDEZ DE HERNANDEZ,false,true,,true
23130,13846,Individual,Jorge Elieser MARQUEZ MONSALVE,true,true,,false
23253,13856,Individual,Gennady Vyacheslavovich KARLOV,true,true,,false
23278,13682,Individual,Maung Maung SOE,true,true,,false
23305,14005,Individual,Yankuba BADJIE,true,true,false,false
23383,14065,Individual,Abukar Ali ADAN,true,false,false,
23471,11796,Individual,Mohammad MOGHISSEH,true,false,false,false
23545,13521,Individual,Andrey Vladimirovich CHEREZOV,true,true,false,false
23546,13522,Individual,Evgeniy Petrovich GRABCHAK,true,true,false,false
23558,13558,Individual,Dmitry Vladimirovich OVSYANNIKOV,true,true,,false
23582,13208,Individual,Aleksandr Yurievich TIMOFEEV,true,false,false,false
23634,6911,Individual,Abdul Qadeer Basir ABDUL BASEER,true,false,false,false
23643,13604,Individual,Muhindo Akili MUNDOS,true,true,false,false
23644,13605,Individual,Guidon Shimiray MWISSA,true,true,,false
23703,13678,Individual,Abdulpatta Escalon ABUBAKAR,true,true,false,true
23705,13627,Entity,CHONMYONG SHIPPING CO,true,,false,false
23706,13629,Entity,HAPJANGGANG SHIPPING CORP,true,,,false
23707,13632,Entity,KOREA ACHIM SHIPPING CO,true,,,false
23708,13633,Entity,KOREA ANSAN SHIPPING COMPANY,true,,false,false
23711,13634,Entity,KOREA MYONGDOK SHIPPING CO,true,,,false
23714,13637,Entity,KOREA YUJONG SHIPPING CO LTD,true,,,false
23715,13640,Entity,PAEKMA SHIPPING CO,true,,,false
23717,13641,Entity,PHYONGCHON SHIPPING & MARINE,true,,false,false
23724,13639,Entity,MYOHYANG SHIPPING CO,true,,,false
23725,13628,Entity,FIRST OIL JV CO LTD,true,,,false
23763,13626,Entity,CHANG AN SHIPPING & TECHNOLOGY,true,,false,false
23775,13645,Entity,WEIHAI WORLD-SHIPPING FREIGHT,true,,,false
23777,13630,Entity,HUAXIN SHIPPING HONGKONG LTD,true,,,false
23785,13638,Entity,KOTI CORP,true,,,false
23787,13646,Entity,YUK TUNG ENERGY PTE LTD,true,,,false
23823,13625,Individual,Yung Yuan TSANG,false,true,false,true
23824,13642,Entity,PRO-GAIN GROUP CORPORATION,true,,,false
23923,13619,Individual,Abdifatah Abubakar ABDI,true,true,false,false
23924,13618,Individual,Ahmad Iman ALI,true,false,false,false
24309,13036,Individual,Nikolai Platonovich PATRUSHEV,true,true,,false
24311,13675,Individual,Mohamed KOSHLAF,false,true,false,true
24314,13673,Individual,Ahmed DABBASHI,false,true,false,true
24315,13035,Individual,Mikhail Efimovich FRADKOV,true,true,,false
24423,13677,Individual,Myrna Ajijul MABANZA,true,true,false,true
24424,13586,Individual,Diosdado CABELLO RONDON,true,true,,false
24547,13706,Individual,Adnan Abu Walid AL-SAHRAWI,false,true,true,false
24585,12865,Individual,Abdolsamad KHORAMABADI,true,false,,false
24590,11778,Individual,Hossein ALLAHKARAM,true,false,,false
24704,13836,Individual,Francisco DIAZ,false,true,false,true
24807,13735,Individual,Khin HLAING,true,true,,false
24808,13681,Individual,Aung Kyaw ZAW,true,true,false,false
24809,13692,Individual,Thura San LWIN,true,true,,false
24810,13689,Individual,Khin Maung SOE,true,false,,false
24902,14068,Individual,Muhammad AL-QATIRJI,false,true,false,true
24957,13711,Individual,Ibrahim JADHRAN,false,true,false,true
25038,13913,Individual,Mahmud AL-WARFALLI,false,false,true,false
25077,13687,Individual,Delcy Eloina RODRIGUEZ GOMEZ,true,true,false,false
26077,13885,Individual,Meshal Saad M. ALBOSTANI,false,true,false,true
26079,13863,Individual,Naif Hassan S. ALARIFI,true,true,false,true
26080,13892,Individual,Mohammed Saad H. ALZAHRANI,false,true,,true
26081,13861,Individual,Mansour Othman M. ABAHUSSAIN,false,true,false,true
26082,13882,Individual,Khalid Aedh G. ALOTAIBI,false,true,false,true
26083,13866,Individual,Abdulaziz Mohammed M. ALHAWSAWI,false,true,,true
26084,13871,Individual,Waleed Abdullah M. ALSEHRI,false,true,false,true
26085,13857,Individual,Thaar Ghaleb T. ALHARBI,true,true,,true
26087,13893,Individual,Maher Abdulaziz M. MUTREB,false,true,,true
26088,13855,Individual,Fahad Shabib A. ALBALAWI,false,true,,true
26089,13891,Individual,Badr Lafi M. ALOTAIBI,false,true,false,true
26090,13869,Individual,Mustafa Mohammed M. ALMADANI,false,true,false,true
26093,13895,Individual,Saud AL-QAHTANI,false,true,false,true
26094,13719,Individual,Salah BADI,true,false,false,false
26095,13720,Individual,Hajji 'ABD AL-NASIR,true,false,false,
26170,13744,Individual,Alexander Yevgeniyevich MISHKIN,true,true,false,false
26171,13751,Individual,Anatoliy Vladimirovich CHEPIGA,true,true,false,false
26173,13906,Individual,Aleksei Sergeyevich MORENETS,false,true,,true
26177,13907,Individual,Evgenii Mikhaylovich SEREBRIAKOV,true,true,,true
26178,13908,Individual,Oleg Mikhaylovich SOTNIKOV,false,true,,true
26179,13905,Individual,Alexey Valerevich MININ,false,true,,true
26388,14008,Individual,Rafael Enrique BASTARDO MENDOZA,true,true,false,false
26416,14009,Individual,Remigio CEBALLOS ICHASO,true,true,,false
26886,13755,Individual,Samer FOZ,true,false,false,false
26889,13817,Individual,Amer FOZ,true,true,false,false
26894,13765,Entity,AMAN DAMASCUS JOINT STOCK COMPANY,true,,false,
26925,13835,Individual,Sonia CASTRO GONZALEZ,true,true,,true
26941,11235,Individual,Mohammad PAKPOUR,false,false,true,false
26990,13790,Individual,Bah Ag MOUSSA,true,true,false,false
27000,13789,Individual,Ali MAYCHOU,true,true,false,false
27040,13797,Individual,Hannover Esteban GUERRERO MIJARES,true,true,,true
27041,13792,Individual,Rafael Ramon BLANCO MARRERO,true,true,,true
27042,13795,Individual,Rafael Antonio FRANCO QUINTERO,true,true,,true
27043,13796,Individual,Alexander Enrique GRANKO ARTEAGA,false,true,,true
27153,13802,Individual,Mohamed Ben Ahmed MAHRI,true,true,false,true
27154,13803,Individual,Mohamed Ould MATALY,true,false,,true
27155,13801,Individual,Mahri Sidi Amar BEN DAHA,true,true,false,true
27156,13800,Individual,Houka Houka AG ALHOUSSEINI,true,true,false,false
27223,13684,Individual,Than OO,true,true,,false
27224,13686,Individual,Aung AUNG,true,false,,false
27225,13897,Individual,Min Aung HLAING,true,true,,false
27226,13898,Individual,Soe WIN,true,true,,false
27484,13834,Individual,Ramon Antonio AVELLAN MEDAL,true,true,,true
27583,13799,Individual,Ahmed AG ALBACHAR,true,true,false,false
27687,13841,Individual,Jose Adelino ORNELAS FERREIRA,true,true,false,false
27724,13793,Individual,Carlos Alberto CALDERON CHIRINOS,true,false,,true
27863,13791,Individual,Nestor Neptali BLANCO HURTADO,true,true,,false
27865,13812,Individual,Amadou KOUFFA,false,false,true,false
28184,13926,Individual,Alexander Nikolaevich GANOV,true,true,false,false
28307,13851,Individual,Jose Gregorio NORIEGA FIGUEROA,true,true,,true
28308,13849,Individual,Luis Eduardo PARRA RIVERO,true,true,,true
28312,13850,Individual,Franklyn Leonardo DUARTE,true,true,,false
28349,13811,Individual,Mikhail Vladimirovich RAZVOZHAEV,false,true,true,false
28350,13810,Individual,Vladimir Vladimirovich NEMTSEV,true,true,false,false
28351,13805,Individual,Sergei Andreevich DANILENKO,true,true,,false
28352,13806,Individual,Lidia Aleksandrovna BASOVA,true,false,false,false
28524,13838,Individual,Luis Alberto PEREZ OLIVAS,true,true,,true
28526,13839,Individual,Justo Pastor URBINA,true,true,,true
28563,14053,Individual,Anselem Nhamo SANYATWE,true,true,,true
28564,14052,Individual,Owen NCUBE,true,true,,false
28717,13840,Individual,Amir Muhammad Sa'id Abdal-Rahman AL-MAWLA,true,true,false,false
29026,13760,Individual,Khaled AL-ZUBAIDI,true,false,false,false
29027,13763,Individual,Nader KALAI,false,true,true,true
29043,13766,Entity,BUNYAN DAMASCUS PRIVATE JOINT STOCK COMPANY,true,,false,false
29045,13821,Individual,Adel Anwar AL-OLABI,true,false,false,false
29048,13764,Entity,RAWAFED DAMASCUS PRIVATE JOINT STOCK COMPANY,true,,false,false
29068,12634,Individual,Asma AL-ASSAD,false,true,true,false
29072,12550,Individual,Bushra AL-ASSAD,false,true,true,false
29076,12635,Individual,Manal AL-ASSAD,true,true,false,false
29402,14070,Individual,Luna AL SHIBL,false,true,true,false
29462,14072,Individual,Yasser Hussein IBRAHIM,true,true,false,false
29663,13936,Individual,Ivan Uladzimiravich KUBRAKOU,true,true,false,false
30084,12726,Individual,Ghassan Jaoudat ISMAIL,true,false,false,false
30229,13818,Individual,Saqr RUSTOM,true,false,false,false
30426,14066,Individual,Maalim AYMAN,true,false,false,false
30663,12503,Entity,CENTRAL BANK OF SYRIA,true,,false,false
30743,12222,Individual,Kifah MOULHEM,true,false,false,false
30976,12692,Entity,MINISTRY OF INTERIOR,true,,false,false
31122,13969,Individual,Andrei Veniaminovich YARIN,true,true,,false
31123,13970,Individual,Sergei Vladilenovich KIRIYENKO,true,true,,false
31124,13974,Individual,Aleksei Yurievich KRIVORUCHKO,true,true,,false
31125,13973,Individual,Pavel Anatolievich POPOV,true,true,,false
31126,13037,Individual,Aleksandr Vasilievich BORTNIKOV,true,true,,false
31126,13972,Individual,Aleksandr Vasilievich BORTNIKOV,true,true,,false
31129,14056,Individual,Soe HTUT,true,false,,false
31131,14058,Individual,Mya Tun OO,true,true,,false
31133,14059,Individual,Tin Aung SAN,true,true,,false
31134,14063,Individual,Ye Win OO,true,false,,false
31137,14061,Individual,Aung Lin DWE,true,true,false,false
31162,13894,Individual,Ahmad Hassan Mohammed AL ASIRI,true,false,false,false
31171,14062,Individual,Moe Myint TUN,true,true,,false
31172,14060,Individual,Maung Maung KYAW,true,true,,false
31474,14057,Individual,Than HLAING,true,false,,false
